Cliende ID;Idade;Item Comprado;Categoria;Valor Compra;Cidade;Método Pagamento
2015;51;Saia;Roupas;26;São Paulo;Pix
2016;57;Cinto;Acessórios;82;Rio Grande do Sul;Cartão de crédito
2017;53;Sapato;Calçados;47;Roraima;Cartão de débito
2018;70;Meia;Roupas;32;Piauí;Transferência bancária
2019;60;Mochila;Acessórios;97;Maranhão;Transferência bancária
2020;31;Camiseta;Roupas;68;Mato Grosso;Dinheiro
2021;41;Blusão;Roupas;23;Rio de Janeiro;Dinheiro
2022;62;Bolsa;Acessórios;33;Roraima;Cartão de crédito
2023;59;Jóia;Acessórios;38;Minas Gerais;Dinheiro
2024;46;Meia;Roupas;68;Mato Grosso;Dinheiro
2025;62;Meia;Roupas;23;Maranhão;Pix
2026;42;Camiseta;Roupas;29;Mato Grosso do Sul;Cartão de débito
2027;37;Lenço;Acessórios;35;Roraima;Transferência bancária
2028;50;Sapato;Calçados;73;Mato Grosso do Sul;Cartão de crédito
2029;29;Sapato;Calçados;84;São Paulo;Cartão de crédito
2030;25;Lenço;Acessórios;23;Rondônia;Pix
2031;66;Óculos de sol;Acessórios;67;Bahia;Cartão de crédito
2032;21;Meia;Roupas;51;Rio de Janeiro;Cartão de crédito
2033;46;Blusa;Roupas;36;Sergipe;Dinheiro
2034;57;Calça jeans;Roupas;55;Pernambuco;Cartão de crédito
2035;61;Shorts;Roupas;30;Minas Gerais;Pix
2036;53;Camiseta;Roupas;70;Paraná;Transferência bancária
2037;37;Blusa;Roupas;63;Rio Grande do Sul;Dinheiro
2038;39;Cinto;Acessórios;87;Pernambuco;Cartão de crédito
2039;53;Blusa;Roupas;70;Maranhão;Cartão de crédito
2040;35;Camiseta;Roupas;51;Rio Grande do Sul;Cartão de débito
2041;69;Jóia;Acessórios;25;Sergipe;Cartão de crédito
2042;66;Jaqueta;Agasalhos;32;Distrito Federal;Pix
2043;19;Sapato;Calçados;52;Minas Gerais;Cartão de crédito
2044;47;Luva;Acessórios;33;Distrito Federal;Pix
2045;49;Calça jeans;Roupas;68;Tocantins;Pix
2046;31;Jóia;Acessórios;20;Bahia;Pix
2047;39;Calça comprida;Roupas;32;Paraná;Dinheiro
2048;58;Jóia;Acessórios;82;São Paulo;Dinheiro
2049;45;Tênis;Calçados;64;Rio Grande do Sul;Transferência bancária
2050;68;Bota;Calçados;24;Ceará;Cartão de crédito
2051;35;Chapéu;Acessórios;96;Espírito Santo;Cartão de débito
2052;65;Camiseta;Roupas;94;Piauí;Cartão de crédito
2053;45;Mochila;Acessórios;48;Goiás;Transferência bancária
2054;19;Óculos de sol;Acessórios;60;Acre;Cartão de crédito
2055;65;Blusão;Roupas;56;Rio de Janeiro;Pix
2056;28;Bolsa;Acessórios;33;Rio Grande do Sul;Transferência bancária
2057;55;Mochila;Acessórios;46;Rio Grande do Sul;Pix
2058;66;Meia;Roupas;37;Santa Catarina;Pix
2059;29;Camiseta;Roupas;98;Pará;Transferência bancária
2060;56;Shorts;Roupas;50;São Paulo;Pix
2061;21;Cinto;Acessórios;63;São Paulo;Transferência bancária
2062;32;Blusão;Roupas;70;Rio Grande do Sul;Cartão de débito
2063;54;Casaco;Agasalhos;63;Sergipe;Dinheiro
2064;61;Shorts;Roupas;86;Paraíba;Dinheiro
2065;31;Sapato;Calçados;99;Maranhão;Transferência bancária
2066;27;Tênis;Calçados;40;Amazonas;Transferência bancária
2067;64;Tênis;Calçados;92;Pernambuco;Cartão de débito
2068;60;Calça comprida;Roupas;21;Espírito Santo;Dinheiro
2069;70;Jóia;Acessórios;81;Rio Grande do Sul;Cartão de crédito
2070;36;Camiseta;Roupas;82;Rio Grande do Sul;Cartão de débito
2071;56;Jóia;Acessórios;88;Mato Grosso do Sul;Dinheiro
2072;69;Jaqueta;Agasalhos;100;Sergipe;Pix
2073;39;Mochila;Acessórios;66;Piauí;Transferência bancária
2074;38;Cinto;Acessórios;25;Rio Grande do Sul;Pix
2075;36;Lenço;Acessórios;53;Santa Catarina;Cartão de débito
2076;46;Blusão;Roupas;28;Sergipe;Cartão de débito
2077;59;Luva;Acessórios;23;Santa Catarina;Cartão de débito
2078;64;Lenço;Acessórios;34;Mato Grosso do Sul;Transferência bancária
2079;49;Vestido;Roupas;42;Mato Grosso;Cartão de débito
2080;32;Calça jeans;Roupas;24;Rondônia;Pix
2081;29;Óculos de sol;Acessórios;47;Santa Catarina;Cartão de débito
2082;24;Casaco;Agasalhos;78;Minas Gerais;Transferência bancária
2083;41;Calça jeans;Roupas;89;Maranhão;Cartão de crédito
2084;41;Lenço;Acessórios;59;Espírito Santo;Cartão de crédito
2085;32;Blusa;Roupas;94;Rio Grande do Sul;Transferência bancária
2086;69;Calça jeans;Roupas;49;Distrito Federal;Cartão de débito
2087;65;Vestido;Roupas;89;Alagoas;Dinheiro
2088;54;Chapéu;Acessórios;91;São Paulo;Cartão de crédito
2089;39;Sandália;Calçados;89;São Paulo;Cartão de débito
2090;37;Jaqueta;Agasalhos;57;Espírito Santo;Cartão de crédito
2091;51;Meia;Roupas;71;Piauí;Cartão de débito
2092;26;Calça jeans;Roupas;97;Pará;Transferência bancária
2093;42;Sandália;Calçados;45;Rio Grande do Sul;Transferência bancária
2094;21;Vestido;Roupas;91;Pará;Cartão de débito
2095;53;Meia;Roupas;25;Sergipe;Cartão de crédito
2096;36;Moletom com capuz;Roupas;63;Bahia;Transferência bancária
2097;21;Vestido;Roupas;52;Rio de Janeiro;Cartão de débito
2098;33;Tênis;Calçados;43;Paraná;Cartão de crédito
2099;49;Camiseta;Roupas;28;Pará;Cartão de crédito
2100;31;Camiseta;Roupas;78;Paraná;Pix
2101;68;Blusão;Roupas;31;Rio Grande do Sul;Dinheiro
2102;49;Camiseta;Roupas;23;Amazonas;Transferência bancária
2103;23;Chapéu;Acessórios;25;Mato Grosso;Dinheiro
2104;30;Calça comprida;Roupas;86;Paraíba;Cartão de crédito
2105;53;Sapato;Calçados;88;Bahia;Cartão de crédito
2106;65;Luva;Acessórios;35;Sergipe;Cartão de crédito
2107;60;Jóia;Acessórios;34;Rio Grande do Sul;Cartão de crédito
2108;46;Calça comprida;Roupas;75;Mato Grosso do Sul;Pix
2109;54;Moletom com capuz;Roupas;46;Alagoas;Cartão de crédito
2110;59;Jóia;Acessórios;31;São Paulo;Cartão de crédito
2111;52;Meia;Roupas;93;Rondônia;Cartão de débito
2112;41;Óculos de sol;Acessórios;85;Tocantins;Transferência bancária
2113;43;Cinto;Acessórios;68;Minas Gerais;Dinheiro
2114;63;Vestido;Roupas;40;Rio Grande do Sul;Pix
2115;37;Camiseta;Roupas;51;Rio Grande do Sul;Cartão de débito
2116;44;Lenço;Acessórios;85;Ceará;Transferência bancária
2117;67;Jaqueta;Agasalhos;23;Bahia;Cartão de débito
2118;27;Vestido;Roupas;28;Sergipe;Cartão de débito
2119;60;Meia;Roupas;44;Bahia;Cartão de débito
2120;58;Jóia;Acessórios;57;Mato Grosso do Sul;Cartão de crédito
2121;53;Lenço;Acessórios;98;Tocantins;Pix
2122;43;Mochila;Acessórios;68;Amazonas;Transferência bancária
2123;32;Jaqueta;Agasalhos;36;Rio Grande do Sul;Cartão de débito
2124;54;Casaco;Agasalhos;71;Mato Grosso do Sul;Cartão de débito
2125;47;Saia;Roupas;60;Ceará;Cartão de crédito
2126;57;Casaco;Agasalhos;87;Goiás;Pix
2127;63;Sapato;Calçados;38;Minas Gerais;Cartão de crédito
2128;70;Bota;Calçados;45;Rio de Janeiro;Cartão de débito
2129;62;Casaco;Agasalhos;47;Bahia;Pix
2130;40;Saia;Roupas;57;Rio Grande do Sul;Pix
2131;25;Mochila;Acessórios;68;Ceará;Cartão de crédito
2132;19;Shorts;Roupas;52;Rondônia;Transferência bancária
2133;25;Saia;Roupas;87;Rio Grande do Sul;Cartão de débito
2134;21;Chapéu;Acessórios;34;Roraima;Transferência bancária
2135;55;Sandália;Calçados;41;Rio Grande do Sul;Cartão de crédito
2136;34;Óculos de sol;Acessórios;94;São Paulo;Cartão de débito
2137;47;Óculos de sol;Acessórios;93;Distrito Federal;Transferência bancária
2138;27;Meia;Roupas;51;Paraíba;Cartão de crédito
2139;67;Blusão;Roupas;42;Espírito Santo;Cartão de crédito
2140;40;Bota;Calçados;95;Distrito Federal;Dinheiro
2141;53;Bolsa;Acessórios;90;Bahia;Dinheiro
2142;24;Vestido;Roupas;98;Rio Grande do Norte;Pix
2143;47;Chapéu;Acessórios;39;Alagoas;Cartão de crédito
2144;53;Sandália;Calçados;66;Maranhão;Cartão de crédito
2145;47;Sapato;Calçados;23;Espírito Santo;Pix
2146;38;Saia;Roupas;73;São Paulo;Pix
2147;48;Óculos de sol;Acessórios;23;Minas Gerais;Pix
2148;47;Saia;Roupas;43;Tocantins;Dinheiro
2149;19;Camiseta;Roupas;45;Mato Grosso do Sul;Pix
2150;38;Sandália;Calçados;21;Mato Grosso;Transferência bancária
2151;57;Camiseta;Roupas;40;Pernambuco;Dinheiro
2152;70;Calça jeans;Roupas;58;Rio Grande do Sul;Cartão de crédito
2153;38;Shorts;Roupas;48;Rio de Janeiro;Transferência bancária
2154;35;Camiseta;Roupas;94;Rio Grande do Norte;Pix
2155;46;Lenço;Acessórios;74;Acre;Dinheiro
2156;32;Bolsa;Acessórios;51;Mato Grosso;Pix
2157;38;Saia;Roupas;83;Tocantins;Cartão de débito
2158;41;Bolsa;Acessórios;68;Espírito Santo;Cartão de crédito
2159;19;Luva;Acessórios;84;Piauí;Transferência bancária
2160;18;Camiseta;Roupas;58;Pará;Dinheiro
2161;45;Blusa;Roupas;92;Amapá;Pix
2162;23;Vestido;Roupas;69;Pará;Cartão de débito
2163;60;Shorts;Roupas;48;Amazonas;Pix
2164;52;Sapato;Calçados;60;Distrito Federal;Transferência bancária
2165;42;Sandália;Calçados;20;Paraná;Pix
2166;29;Calça comprida;Roupas;55;Mato Grosso;Cartão de crédito
2167;31;Jaqueta;Agasalhos;88;Rio de Janeiro;Cartão de crédito
2168;30;Saia;Roupas;48;São Paulo;Cartão de crédito
2169;23;Bolsa;Acessórios;74;São Paulo;Dinheiro
2170;31;Casaco;Agasalhos;42;Santa Catarina;Transferência bancária
2171;40;Blusão;Roupas;32;Sergipe;Cartão de crédito
2172;39;Shorts;Roupas;98;Tocantins;Dinheiro
2173;28;Saia;Roupas;89;Ceará;Pix
2174;23;Luva;Acessórios;97;Mato Grosso do Sul;Cartão de crédito
2175;42;Mochila;Acessórios;49;Sergipe;Dinheiro
2176;68;Vestido;Roupas;50;Mato Grosso do Sul;Cartão de crédito
2177;24;Cinto;Acessórios;91;Rio Grande do Sul;Cartão de débito
2178;24;Luva;Acessórios;93;Rondônia;Pix
2179;21;Jóia;Acessórios;98;Santa Catarina;Cartão de crédito
2180;49;Meia;Roupas;82;Mato Grosso do Sul;Pix
2181;41;Casaco;Agasalhos;37;São Paulo;Dinheiro
2182;22;Bolsa;Acessórios;63;Mato Grosso;Transferência bancária
2183;42;Blusa;Roupas;99;Bahia;Cartão de crédito
2184;30;Shorts;Roupas;37;Bahia;Dinheiro
2185;38;Sapato;Calçados;34;Mato Grosso do Sul;Pix
2186;40;Shorts;Roupas;32;Rio de Janeiro;Cartão de débito
2187;55;Sandália;Calçados;23;Bahia;Pix
2188;37;Blusa;Roupas;78;Mato Grosso;Pix
2189;41;Casaco;Agasalhos;54;São Paulo;Cartão de crédito
2190;38;Blusa;Roupas;94;São Paulo;Cartão de crédito
2191;42;Cinto;Acessórios;75;Amazonas;Cartão de crédito
2192;26;Blusa;Roupas;69;Rio de Janeiro;Dinheiro
2193;41;Lenço;Acessórios;35;Rio Grande do Sul;Cartão de crédito
2194;27;Camiseta;Roupas;78;São Paulo;Pix
2195;61;Meia;Roupas;29;Rio Grande do Norte;Transferência bancária
2196;58;Calça jeans;Roupas;62;Distrito Federal;Dinheiro
2197;25;Vestido;Roupas;58;Rio Grande do Sul;Pix
2198;33;Bota;Calçados;88;Rio de Janeiro;Cartão de crédito
2199;57;Lenço;Acessórios;80;Distrito Federal;Cartão de crédito
2200;39;Lenço;Acessórios;47;Rio de Janeiro;Cartão de débito
2201;60;Luva;Acessórios;51;Acre;Cartão de débito
2202;39;Calça comprida;Roupas;25;São Paulo;Cartão de crédito
2203;42;Vestido;Roupas;36;Minas Gerais;Cartão de crédito
2204;53;Vestido;Roupas;79;Ceará;Dinheiro
2205;20;Calça jeans;Roupas;41;Amazonas;Cartão de débito
2206;46;Blusão;Roupas;68;Alagoas;Pix
2207;46;Sandália;Calçados;51;Pernambuco;Transferência bancária
2208;69;Bolsa;Acessórios;38;Bahia;Cartão de crédito
2209;28;Lenço;Acessórios;46;Sergipe;Pix
2210;42;Sandália;Calçados;20;Minas Gerais;Transferência bancária
2211;30;Óculos de sol;Acessórios;25;Rio Grande do Sul;Pix
2212;50;Blusão;Roupas;89;Roraima;Cartão de débito
2213;59;Calça comprida;Roupas;77;Mato Grosso do Sul;Transferência bancária
2214;54;Chapéu;Acessórios;94;Mato Grosso;Cartão de débito
2215;50;Cinto;Acessórios;100;Mato Grosso;Cartão de débito
2216;25;Sandália;Calçados;96;Amapá;Cartão de crédito
2217;41;Calça comprida;Roupas;36;Rio Grande do Sul;Cartão de crédito
2218;35;Jóia;Acessórios;27;Paraíba;Transferência bancária
2219;67;Óculos de sol;Acessórios;67;Mato Grosso;Cartão de débito
2220;33;Blusa;Roupas;91;Rio Grande do Sul;Transferência bancária
2221;19;Cinto;Acessórios;62;Acre;Dinheiro
2222;25;Shorts;Roupas;88;Bahia;Cartão de crédito
2223;32;Calça comprida;Roupas;66;Bahia;Cartão de crédito
2224;30;Sandália;Calçados;65;Bahia;Pix
2225;18;Luva;Acessórios;25;Mato Grosso do Sul;Dinheiro
2226;38;Cinto;Acessórios;64;Pará;Cartão de crédito
2227;22;Camiseta;Roupas;72;Tocantins;Dinheiro
2228;40;Lenço;Acessórios;74;Pará;Cartão de crédito
2229;54;Luva;Acessórios;50;Bahia;Cartão de crédito
2230;70;Calça comprida;Roupas;97;Rio Grande do Sul;Cartão de crédito
2231;52;Tênis;Calçados;36;Sergipe;Cartão de crédito
2232;34;Jaqueta;Agasalhos;49;Minas Gerais;Cartão de crédito
2233;65;Sapato;Calçados;64;Rio de Janeiro;Dinheiro
2234;38;Blusa;Roupas;31;Santa Catarina;Cartão de crédito
2235;35;Bota;Calçados;66;Goiás;Dinheiro
2236;40;Meia;Roupas;82;Pernambuco;Cartão de crédito
2237;23;Camiseta;Roupas;88;Pará;Cartão de débito
2238;45;Sandália;Calçados;34;Minas Gerais;Cartão de crédito
2239;40;Tênis;Calçados;84;Santa Catarina;Cartão de débito
2240;42;Jóia;Acessórios;96;Minas Gerais;Cartão de crédito
2241;57;Sandália;Calçados;71;São Paulo;Cartão de débito
2242;18;Jaqueta;Agasalhos;77;Espírito Santo;Transferência bancária
2243;18;Saia;Roupas;66;Mato Grosso do Sul;Cartão de crédito
2244;56;Camiseta;Roupas;21;Piauí;Cartão de débito
2245;35;Shorts;Roupas;37;Sergipe;Pix
2246;49;Meia;Roupas;90;Mato Grosso do Sul;Pix
2247;49;Jaqueta;Agasalhos;96;Mato Grosso;Pix
2248;34;Jóia;Acessórios;37;Santa Catarina;Cartão de crédito
2249;63;Camiseta;Roupas;66;Ceará;Pix
2250;42;Luva;Acessórios;45;Acre;Cartão de débito
2251;41;Sapato;Calçados;89;Sergipe;Cartão de crédito
2252;26;Sapato;Calçados;94;Rio Grande do Sul;Cartão de débito
2253;48;Sapato;Calçados;96;Mato Grosso do Sul;Transferência bancária
2254;62;Moletom com capuz;Roupas;31;Paraná;Pix
2255;24;Cinto;Acessórios;79;Alagoas;Pix
2256;48;Casaco;Agasalhos;39;Rio Grande do Sul;Transferência bancária
2257;31;Blusa;Roupas;22;São Paulo;Cartão de crédito
2258;41;Saia;Roupas;32;Minas Gerais;Transferência bancária
2259;24;Camiseta;Roupas;71;São Paulo;Cartão de crédito
2260;60;Calça jeans;Roupas;96;Santa Catarina;Dinheiro
2261;38;Lenço;Acessórios;82;Tocantins;Pix
2262;58;Mochila;Acessórios;76;Sergipe;Transferência bancária
2263;53;Mochila;Acessórios;22;Ceará;Pix
2264;44;Lenço;Acessórios;40;Paraíba;Dinheiro
2265;51;Chapéu;Acessórios;92;Alagoas;Pix
2266;36;Casaco;Agasalhos;94;Rondônia;Pix
2267;20;Vestido;Roupas;44;Tocantins;Cartão de débito
2268;32;Luva;Acessórios;49;Rio Grande do Norte;Cartão de crédito
2269;66;Blusão;Roupas;26;Bahia;Transferência bancária
2270;49;Saia;Roupas;38;Rio Grande do Norte;Cartão de crédito
2271;27;Blusa;Roupas;72;Bahia;Cartão de crédito
2272;29;Vestido;Roupas;99;Amazonas;Pix
2273;29;Jaqueta;Agasalhos;38;Roraima;Pix
2274;55;Casaco;Agasalhos;96;Bahia;Pix
2275;57;Vestido;Roupas;27;Distrito Federal;Pix
2276;29;Shorts;Roupas;24;Paraná;Cartão de débito
2277;31;Calça jeans;Roupas;82;Acre;Cartão de débito
2278;25;Chapéu;Acessórios;56;Minas Gerais;Cartão de crédito
2279;61;Luva;Acessórios;25;Espírito Santo;Dinheiro
2280;53;Tênis;Calçados;67;Amapá;Transferência bancária
2281;22;Sapato;Calçados;21;Rio Grande do Norte;Cartão de crédito
2282;28;Moletom com capuz;Roupas;27;Bahia;Transferência bancária
2283;18;Tênis;Calçados;97;Mato Grosso;Cartão de crédito
2284;44;Bolsa;Acessórios;45;São Paulo;Cartão de crédito
2285;32;Blusa;Roupas;63;Paraná;Cartão de crédito
2286;34;Cinto;Acessórios;100;Rio Grande do Sul;Pix
2287;67;Meia;Roupas;38;Santa Catarina;Cartão de crédito
2288;66;Blusa;Roupas;45;Mato Grosso do Sul;Cartão de débito
2289;28;Jóia;Acessórios;91;São Paulo;Pix
2290;70;Shorts;Roupas;82;Mato Grosso do Sul;Cartão de crédito
2291;37;Bota;Calçados;48;Bahia;Pix
2292;28;Casaco;Agasalhos;30;São Paulo;Cartão de crédito
2293;43;Camiseta;Roupas;34;Rio Grande do Sul;Cartão de débito
2294;37;Blusão;Roupas;68;Bahia;Cartão de débito
2295;54;Óculos de sol;Acessórios;95;Espírito Santo;Cartão de débito
2296;50;Chapéu;Acessórios;22;São Paulo;Pix
2297;46;Luva;Acessórios;88;Pará;Cartão de crédito
2298;60;Meia;Roupas;83;São Paulo;Transferência bancária
2299;40;Bolsa;Acessórios;87;Rondônia;Dinheiro
2300;64;Casaco;Agasalhos;57;Mato Grosso;Cartão de crédito
2301;18;Casaco;Agasalhos;88;Rio de Janeiro;Cartão de crédito
2302;37;Calça comprida;Roupas;20;Roraima;Cartão de débito
2303;36;Cinto;Acessórios;39;Rondônia;Cartão de crédito
2304;51;Óculos de sol;Acessórios;71;Rio de Janeiro;Cartão de crédito
2305;26;Moletom com capuz;Roupas;73;Pará;Cartão de débito
2306;68;Bolsa;Acessórios;63;Roraima;Dinheiro
2307;27;Luva;Acessórios;78;Santa Catarina;Dinheiro
2308;28;Saia;Roupas;96;Tocantins;Cartão de débito
2309;49;Óculos de sol;Acessórios;81;Alagoas;Transferência bancária
2310;70;Vestido;Roupas;95;São Paulo;Transferência bancária
2311;30;Luva;Acessórios;68;Rio Grande do Sul;Pix
2312;27;Tênis;Calçados;28;Rondônia;Transferência bancária
2313;19;Camiseta;Roupas;30;Rio Grande do Sul;Dinheiro
2314;64;Vestido;Roupas;31;Bahia;Transferência bancária
2315;42;Bolsa;Acessórios;95;Rio Grande do Sul;Transferência bancária
2316;69;Meia;Roupas;79;Rio Grande do Sul;Cartão de débito
2317;28;Tênis;Calçados;39;Rondônia;Cartão de débito
2318;47;Jaqueta;Agasalhos;34;Rio de Janeiro;Transferência bancária
2319;69;Moletom com capuz;Roupas;28;Acre;Cartão de crédito
2320;56;Sandália;Calçados;38;Roraima;Pix
2321;28;Sapato;Calçados;55;Bahia;Cartão de débito
2322;50;Sandália;Calçados;31;Sergipe;Cartão de débito
2323;39;Casaco;Agasalhos;84;São Paulo;Cartão de crédito
2324;35;Luva;Acessórios;93;Espírito Santo;Cartão de crédito
2325;59;Casaco;Agasalhos;28;Amazonas;Cartão de débito
2326;44;Bota;Calçados;55;Distrito Federal;Dinheiro
2327;66;Saia;Roupas;63;Paraná;Transferência bancária
2328;20;Saia;Roupas;94;Minas Gerais;Cartão de crédito
2329;45;Calça comprida;Roupas;36;Alagoas;Cartão de crédito
2330;49;Chapéu;Acessórios;97;Mato Grosso do Sul;Transferência bancária
2331;60;Mochila;Acessórios;63;Ceará;Pix
2332;61;Lenço;Acessórios;77;Pernambuco;Cartão de crédito
2333;36;Lenço;Acessórios;53;Sergipe;Cartão de crédito
2334;33;Camiseta;Roupas;77;Bahia;Pix
2335;49;Bota;Calçados;79;Bahia;Cartão de crédito
2336;31;Casaco;Agasalhos;37;Mato Grosso;Cartão de crédito
2337;19;Cinto;Acessórios;94;São Paulo;Cartão de crédito
2338;39;Bota;Calçados;76;Alagoas;Dinheiro
2339;66;Tênis;Calçados;68;Bahia;Pix
2340;25;Camiseta;Roupas;65;Pernambuco;Transferência bancária
2341;63;Blusa;Roupas;24;Mato Grosso do Sul;Cartão de crédito
2342;56;Jaqueta;Agasalhos;31;São Paulo;Cartão de crédito
2343;20;Saia;Roupas;89;Minas Gerais;Cartão de débito
2344;58;Meia;Roupas;49;Espírito Santo;Pix
2345;34;Sandália;Calçados;92;Ceará;Cartão de crédito
2346;28;Camiseta;Roupas;32;Distrito Federal;Transferência bancária
2347;22;Jaqueta;Agasalhos;67;Bahia;Cartão de débito
2348;37;Cinto;Acessórios;64;São Paulo;Dinheiro
2349;54;Sapato;Calçados;84;Roraima;Pix
2350;65;Blusa;Roupas;34;Distrito Federal;Cartão de crédito
2351;57;Sapato;Calçados;26;Mato Grosso;Dinheiro
2352;38;Blusão;Roupas;50;Goiás;Pix
2353;70;Bota;Calçados;46;Mato Grosso do Sul;Transferência bancária
2354;56;Bolsa;Acessórios;71;Rondônia;Cartão de débito
2355;56;Blusa;Roupas;78;São Paulo;Cartão de crédito
2356;22;Saia;Roupas;35;Minas Gerais;Dinheiro
2357;57;Mochila;Acessórios;58;Rondônia;Cartão de débito
2358;53;Camiseta;Roupas;67;Rio Grande do Sul;Cartão de crédito
2359;53;Blusão;Roupas;93;Rio Grande do Sul;Cartão de crédito
2360;19;Lenço;Acessórios;81;Rio de Janeiro;Transferência bancária
2361;49;Bolsa;Acessórios;80;Distrito Federal;Cartão de crédito
2362;44;Lenço;Acessórios;64;Minas Gerais;Cartão de crédito
2363;27;Calça jeans;Roupas;41;Rio Grande do Sul;Cartão de crédito
2364;60;Meia;Roupas;79;Rio de Janeiro;Dinheiro
2365;62;Óculos de sol;Acessórios;60;Espírito Santo;Pix
2366;52;Tênis;Calçados;91;Acre;Cartão de crédito
2367;30;Sapato;Calçados;66;Bahia;Cartão de crédito
2368;66;Meia;Roupas;85;Alagoas;Transferência bancária
2369;29;Óculos de sol;Acessórios;38;Rio de Janeiro;Cartão de débito
2370;24;Blusão;Roupas;23;Rio Grande do Sul;Pix
2371;51;Sapato;Calçados;71;Amazonas;Cartão de crédito
2372;67;Meia;Roupas;25;Paraíba;Cartão de débito
2373;50;Bota;Calçados;39;Minas Gerais;Pix
2374;37;Moletom com capuz;Roupas;20;Rio Grande do Sul;Cartão de débito
2375;69;Luva;Acessórios;73;Pará;Cartão de débito
2376;60;Mochila;Acessórios;63;Rio Grande do Sul;Cartão de crédito
2377;21;Luva;Acessórios;94;Minas Gerais;Dinheiro
2378;44;Blusa;Roupas;94;Santa Catarina;Dinheiro
2379;26;Lenço;Acessórios;71;Goiás;Pix
2380;40;Chapéu;Acessórios;77;Santa Catarina;Cartão de débito
2381;41;Lenço;Acessórios;66;Rio de Janeiro;Pix
2382;62;Sandália;Calçados;23;São Paulo;Pix
2383;39;Blusão;Roupas;60;São Paulo;Cartão de débito
2384;53;Mochila;Acessórios;72;Ceará;Transferência bancária
2385;24;Blusa;Roupas;35;Minas Gerais;Pix
2386;41;Lenço;Acessórios;31;Paraná;Pix
2387;19;Meia;Roupas;33;Pernambuco;Cartão de crédito
2388;36;Chapéu;Acessórios;95;Minas Gerais;Cartão de débito
2389;21;Vestido;Roupas;68;Minas Gerais;Cartão de débito
2390;25;Casaco;Agasalhos;87;Bahia;Transferência bancária
2391;65;Camiseta;Roupas;64;Ceará;Cartão de débito
2392;42;Camiseta;Roupas;74;Rio Grande do Sul;Transferência bancária
2393;40;Calça jeans;Roupas;62;Tocantins;Dinheiro
2394;58;Meia;Roupas;97;Pará;Pix
2395;40;Sandália;Calçados;47;São Paulo;Cartão de débito
2396;62;Blusa;Roupas;83;São Paulo;Pix
2397;38;Camiseta;Roupas;82;Amazonas;Cartão de crédito
2398;37;Óculos de sol;Acessórios;26;Amapá;Cartão de crédito
2399;65;Jaqueta;Agasalhos;81;Santa Catarina;Transferência bancária
2400;55;Vestido;Roupas;44;Goiás;Dinheiro
2401;43;Óculos de sol;Acessórios;88;Amazonas;Cartão de crédito
2402;43;Bota;Calçados;76;Amazonas;Pix
2403;45;Lenço;Acessórios;89;Minas Gerais;Dinheiro
2404;64;Shorts;Roupas;22;Tocantins;Cartão de débito
2405;28;Shorts;Roupas;33;Amapá;Cartão de crédito
2406;69;Calça jeans;Roupas;97;São Paulo;Cartão de débito
2407;54;Lenço;Acessórios;57;São Paulo;Pix
2408;52;Shorts;Roupas;38;Pernambuco;Cartão de crédito
2409;23;Tênis;Calçados;55;Mato Grosso;Cartão de débito
2410;26;Jóia;Acessórios;37;Pará;Dinheiro
2411;48;Sapato;Calçados;43;São Paulo;Pix
2412;49;Moletom com capuz;Roupas;96;Rio Grande do Sul;Dinheiro
2413;53;Jaqueta;Agasalhos;51;Amazonas;Transferência bancária
2414;69;Shorts;Roupas;95;Rio de Janeiro;Transferência bancária
2415;26;Meia;Roupas;26;Rio Grande do Sul;Cartão de crédito
2416;21;Casaco;Agasalhos;34;Mato Grosso;Transferência bancária
2417;59;Sandália;Calçados;83;Mato Grosso do Sul;Cartão de crédito
2418;21;Mochila;Acessórios;24;Amazonas;Cartão de crédito
2419;22;Calça comprida;Roupas;69;Rio Grande do Sul;Dinheiro
2420;26;Blusão;Roupas;40;Rio de Janeiro;Cartão de crédito
2421;41;Jaqueta;Agasalhos;87;Rio de Janeiro;Pix
2422;37;Tênis;Calçados;46;Rio Grande do Sul;Cartão de débito
2423;30;Jóia;Acessórios;82;Bahia;Cartão de crédito
2424;49;Mochila;Acessórios;81;Amapá;Cartão de crédito
2425;49;Jóia;Acessórios;57;Mato Grosso do Sul;Transferência bancária
2426;58;Sapato;Calçados;49;Alagoas;Transferência bancária
2427;70;Jaqueta;Agasalhos;42;Santa Catarina;Cartão de débito
2428;27;Jaqueta;Agasalhos;26;Amazonas;Dinheiro
2429;65;Camiseta;Roupas;38;Mato Grosso;Cartão de débito
2430;57;Tênis;Calçados;57;Rio Grande do Sul;Cartão de crédito
2431;20;Jaqueta;Agasalhos;100;Alagoas;Dinheiro
2432;34;Moletom com capuz;Roupas;73;Minas Gerais;Transferência bancária
2433;59;Jaqueta;Agasalhos;66;Mato Grosso;Cartão de crédito
2434;54;Camiseta;Roupas;73;Amazonas;Dinheiro
2435;36;Luva;Acessórios;45;Minas Gerais;Cartão de crédito
2436;21;Tênis;Calçados;27;Mato Grosso;Dinheiro
2437;52;Camiseta;Roupas;24;São Paulo;Cartão de crédito
2438;43;Tênis;Calçados;59;Acre;Cartão de crédito
2439;32;Calça jeans;Roupas;20;Mato Grosso do Sul;Cartão de crédito
2440;55;Bolsa;Acessórios;44;Maranhão;Transferência bancária
2441;31;Meia;Roupas;90;Paraíba;Transferência bancária
2442;45;Jóia;Acessórios;36;São Paulo;Cartão de crédito
